,srcDistrictName,Number of Households issue Job Card Schedule Castes (SC),Number of Households issue Job Card Others,Total number of Households issue Job Card,Number of person days generated Scheduled Caste (SCs),Total number of person days generated,Families completed 100days Scheduled Caste (SCs),Families completed 100days Others,Total Families completed 100 days,YearCode
31924,khasi hills,0,0,18,0,982,0,0,0,2016
31925,garo hills,0,0,63,0,5700,0,0,0,2014
31926,garo hills,0,0,32,0,3200,0,0,11,2017
31927,jaintia hills,0,2,582,0,35242,0,0,35,2021
31928,garo hills,0,0,0,0,0,0,0,0,2020
31929,khasi hills,0,0,61,0,5670,0,0,43,2020
31930,garo hills,0,7,275,0,26534,0,6,264,2021
31931,garo hills,0,0,63,0,5903,0,0,37,2017
31932,garo hills,0,0,41,0,3946,0,0,38,2019
31933,garo hills,0,7,17,0,1000,0,3,10,2018
31934,garo hills,0,0,50,0,4800,0,0,0,2015
31935,garo hills,0,13,179,0,13753,0,5,132,2019
31936,garo hills,0,0,22,0,882,0,0,0,2015
31937,garo hills,0,3,55,0,3637,0,2,20,2018
31938,garo hills,0,0,57,0,4900,0,0,0,2016
31939,khasi hills,0,0,83,0,4321,0,0,0,2015
31940,khasi hills,0,0,341,0,1045,0,0,0,2018
31941,khasi hills,0,0,56,0,3600,0,0,1,2016
31942,khasi hills,4,58,171,166,8977,0,1,2,2021
31943,khasi hills,0,0,35,0,644,0,0,0,2015
31944,ri bhoi,0,0,55,0,1941,0,0,0,2020
31945,jaintia hills,0,0,170,0,2177,0,0,0,2016
31946,garo hills,0,1,85,0,8321,0,1,80,2021
31947,garo hills,0,0,38,0,3800,0,0,38,2019
31948,garo hills,0,0,51,0,2093,0,0,0,2015
31949,garo hills,0,1,115,0,11491,0,1,114,2021
31950,khasi hills,0,0,75,0,0,0,0,0,2015
31951,garo hills,0,0,42,0,3626,0,0,0,2020
31952,garo hills,0,0,44,0,4254,0,0,12,2018
31953,khasi hills,0,0,205,0,684,0,0,0,2017
31954,garo hills,0,0,74,0,5760,0,0,57,2014
31955,khasi hills,0,0,193,0,8233,0,0,4,2019
31956,garo hills,0,0,32,0,3000,0,0,30,2020
31957,khasi hills,0,0,69,0,1932,0,0,0,2015
31958,khasi hills,0,0,61,0,1884,0,0,2,2020
31959,khasi hills,0,0,162,0,13761,0,0,14,2017
31960,garo hills,0,0,87,0,8208,0,0,67,2018
31961,jaintia hills,0,0,214,0,12180,0,0,0,2015
31962,khasi hills,0,0,61,0,3678,0,0,0,2021
31963,khasi hills,0,0,211,0,18700,0,0,115,2019
31964,khasi hills,0,0,6,0,0,0,0,0,2018
31965,garo hills,0,2,50,0,4200,0,2,42,2016
31966,garo hills,0,0,66,0,4338,0,0,0,2015
31967,khasi hills,0,1,47,0,744,0,0,0,2020
31968,garo hills,0,5,145,0,13813,0,5,126,2020
31969,garo hills,1,2,50,40,1600,0,0,0,2016
31970,garo hills,0,1,71,0,4560,0,0,0,2017
31971,ri bhoi,0,1,66,0,0,0,0,0,2019
31972,khasi hills,0,0,31,0,1500,0,0,0,2016
31973,garo hills,0,0,95,0,3168,0,0,0,2014
31974,khasi hills,0,0,21,0,1800,0,0,18,2018
31975,ri bhoi,0,4,153,0,0,0,0,0,2017
31976,khasi hills,0,0,152,0,5664,0,0,0,2015
31977,garo hills,0,0,19,0,1900,0,0,19,2018
31978,khasi hills,0,4,1574,0,124099,0,4,734,2020
31979,khasi hills,0,0,88,0,0,0,0,0,2014
31980,garo hills,0,554,554,0,34138,0,0,0,2020
31981,khasi hills,0,0,72,0,4631,0,0,1,2018
31982,garo hills,3,5,90,183,5110,0,0,0,2016
31983,garo hills,1,2,145,0,3800,0,1,38,2020
31984,garo hills,0,1,37,0,3700,0,1,37,2021
31985,khasi hills,0,0,81,0,1593,0,0,0,2015
31986,garo hills,0,1,153,0,13432,0,0,0,2017
31987,garo hills,0,1,49,0,3821,0,0,7,2019
31988,garo hills,0,1,116,0,9414,0,0,0,2021
31989,khasi hills,0,0,7,0,453,0,0,0,2018
31990,garo hills,0,6,54,0,4508,0,0,3,2018
31991,khasi hills,0,0,34,0,913,0,0,0,2021
31992,khasi hills,0,0,62,0,1961,0,0,0,2014
31993,khasi hills,0,0,115,0,5500,0,0,0,2016
31994,khasi hills,0,0,64,0,0,0,0,0,2014
31995,khasi hills,0,2,266,0,15688,0,0,12,2017
31996,garo hills,0,0,48,0,4420,0,0,40,2020
31997,garo hills,0,0,90,0,9000,0,0,90,2018
31998,khasi hills,0,1,141,0,3280,0,0,0,2021
31999,khasi hills,0,1,84,0,6378,0,0,1,2020
32000,jaintia hills,0,1,183,0,3058,0,0,0,2017
32001,garo hills,0,3,114,0,5561,0,0,0,2020
32002,khasi hills,0,0,61,0,6000,0,0,60,2019
32003,ri bhoi,0,0,84,0,1586,0,0,0,2016
32004,khasi hills,0,0,107,0,406,0,0,0,2017
32005,garo hills,0,0,29,0,2552,0,0,0,2021
32006,garo hills,0,2,33,0,1820,0,0,0,2018
32007,khasi hills,0,0,57,0,0,0,0,0,2017
32008,garo hills,0,0,120,0,3987,0,0,0,2014
32009,ri bhoi,0,4,23,0,0,0,0,0,2018
32010,khasi hills,0,0,60,0,1652,0,0,0,2019
32011,garo hills,0,7,54,0,2247,0,0,0,2015
32012,garo hills,0,19,82,0,7947,0,13,64,2017
32013,garo hills,0,2,67,0,3400,0,0,34,2020
32014,garo hills,0,1,162,0,7246,0,0,0,2016
32015,garo hills,0,1,140,0,14000,0,1,140,2019
32016,jaintia hills,46,2,50,0,0,0,0,0,2016
32017,garo hills,0,0,42,0,3355,0,0,29,2016
32018,jaintia hills,0,9,57,0,4155,0,0,0,2015
32019,khasi hills,0,0,24,0,1537,0,0,0,2016
32020,khasi hills,0,0,213,0,4181,0,0,0,2016
32021,garo hills,1,0,58,0,5400,0,0,298,2015
32022,khasi hills,2,0,83,164,5971,0,0,3,2020
32023,garo hills,0,0,11,0,1100,0,0,11,2019
32024,garo hills,0,4,20,0,408,0,0,0,2014
32025,garo hills,0,2,39,0,3496,0,2,74,2015
32026,garo hills,0,0,49,0,2640,0,0,0,2014
32027,jaintia hills,0,1,139,0,13282,0,1,129,2016
32028,khasi hills,0,0,156,0,0,0,0,0,2014
32029,khasi hills,0,0,20,0,0,0,0,0,2016
32030,jaintia hills,0,0,115,0,9514,0,0,0,2016
32031,garo hills,0,0,19,0,0,0,0,0,2014
32032,khasi hills,0,0,17,0,1523,0,0,5,2021
32033,khasi hills,0,0,63,0,0,0,0,0,2015
32034,khasi hills,0,0,60,0,3901,0,0,0,2021
32035,khasi hills,0,0,128,0,4368,0,0,10,2019
32036,ri bhoi,0,1,42,0,1187,0,0,0,2021
32037,garo hills,0,0,27,0,2700,0,0,0,2014
32038,garo hills,0,2,21,0,2084,0,1,20,2021
32039,khasi hills,0,0,22,0,1384,0,0,0,2021
32040,ri bhoi,11,129,488,306,5262,0,0,0,2016
32041,ri bhoi,0,1,226,0,5505,0,0,0,2016
32042,garo hills,0,0,24,0,1140,0,0,0,2014
32043,garo hills,0,0,19,0,1425,0,0,0,2016
32044,khasi hills,0,0,44,0,4245,0,0,42,2021
32045,garo hills,0,0,65,0,6500,0,0,103,2014
32046,garo hills,0,193,193,0,17403,0,0,0,2020
32047,garo hills,2,1,100,195,9459,1,0,59,2018
32048,garo hills,0,1,110,0,2794,0,0,0,2015
32049,khasi hills,0,0,106,0,8970,0,0,46,2021
32050,khasi hills,0,0,132,0,4927,0,0,0,2021
32051,garo hills,0,0,93,0,3007,0,0,0,2014
32052,khasi hills,0,0,133,0,0,0,0,0,2016
32053,garo hills,0,0,35,0,3290,0,0,29,2018
32054,garo hills,0,0,16,0,1600,0,0,16,2021
32055,jaintia hills,0,0,306,0,129,0,0,0,2021
32056,garo hills,0,0,142,0,6755,0,0,0,2016
32057,garo hills,0,1,201,0,17013,0,0,0,2021
32058,ri bhoi,0,2,271,0,5939,0,0,0,2021
32059,ri bhoi,0,0,67,0,6570,0,0,34,2019
32060,khasi hills,0,0,77,0,1841,0,0,0,2015
32061,garo hills,0,215,215,0,10532,0,0,0,2020
32062,garo hills,0,0,40,0,3900,0,0,0,2015
32063,jaintia hills,4,1,17,144,540,0,0,0,2017
32064,khasi hills,0,0,10,0,662,0,0,0,2016
32065,jaintia hills,0,0,72,0,975,0,0,0,2015
32066,garo hills,0,119,119,0,2900,0,0,0,2017
32067,khasi hills,0,1,44,0,2632,0,0,0,2021
32068,khasi hills,0,0,81,0,1270,0,0,0,2019
32069,khasi hills,0,0,233,0,11916,0,0,0,2017
32070,garo hills,0,0,67,0,5808,0,0,0,2015
32071,garo hills,0,0,0,0,0,0,0,0,2014
32072,garo hills,0,2,40,0,3800,0,0,0,2014
32073,garo hills,0,0,24,0,1008,0,0,0,2014
32074,khasi hills,0,0,90,0,3780,0,0,0,2014
32075,ri bhoi,0,0,91,0,3331,0,0,0,2019
32076,khasi hills,0,0,140,0,6555,0,0,0,2017
32077,garo hills,0,0,32,0,3200,0,0,32,2017
32078,garo hills,0,2,25,0,1700,0,2,12,2016
32079,jaintia hills,0,0,82,0,7927,0,0,62,2020
32080,garo hills,0,606,609,0,43220,0,0,0,2015
32081,ri bhoi,0,1,94,0,5380,0,0,7,2017
32082,garo hills,0,1,62,0,6200,0,1,62,2020
32083,ri bhoi,0,0,94,0,7442,0,0,27,2019
32084,khasi hills,0,0,38,0,1120,0,0,0,2017
32085,garo hills,0,1,101,0,9826,0,0,0,2015
32086,garo hills,0,3,68,0,6700,0,3,66,2017
32087,garo hills,0,0,51,0,3825,0,0,0,2016
32088,garo hills,0,25,143,0,8520,0,0,0,2017
32089,garo hills,0,15,53,0,5188,0,15,40,2016
32090,garo hills,0,1,47,0,4100,0,1,41,2016
32091,khasi hills,0,0,43,0,0,0,0,0,2015
32092,khasi hills,0,0,131,0,3680,0,0,22,2015
32093,khasi hills,0,0,200,0,12054,0,0,113,2015
32094,khasi hills,0,0,140,0,2629,0,0,0,2017
32095,garo hills,0,3,31,0,3095,0,3,30,2018
32096,garo hills,0,1,25,0,2274,0,0,2,2021
32097,garo hills,0,3,89,0,8900,0,3,89,2021
32098,jaintia hills,0,0,39,0,2293,0,0,0,2020
32099,garo hills,0,0,169,0,10622,0,0,0,2021
32100,khasi hills,0,0,16,0,0,0,0,0,2016
32101,khasi hills,0,0,38,0,0,0,0,0,2014
32102,khasi hills,0,0,0,0,0,0,0,0,2019
32103,garo hills,0,0,25,0,2500,0,0,25,2021
32104,khasi hills,0,0,44,0,1560,0,0,0,2014
32105,garo hills,0,11,83,0,4712,0,0,0,2020
32106,khasi hills,0,0,124,0,720,0,0,0,2014
32107,garo hills,0,2,150,0,14684,0,2,146,2021
32108,garo hills,0,1,17,0,1600,0,1,93,2015
32109,jaintia hills,0,0,47,0,1225,0,0,0,2014
32110,khasi hills,0,0,43,0,569,0,0,0,2021
32111,khasi hills,0,0,166,0,9033,0,0,12,2020
32112,garo hills,0,0,162,0,14272,0,0,0,2020
32113,khasi hills,0,0,88,0,0,0,0,0,2015
32114,khasi hills,0,0,21,0,0,0,0,0,2014
32115,garo hills,0,3,47,0,2300,0,2,23,2020
32116,khasi hills,0,2,401,0,29291,0,0,0,2021
32117,garo hills,0,0,41,0,2900,0,0,0,2014
32118,jaintia hills,0,0,16,0,0,0,0,0,2018
32119,khasi hills,0,0,66,0,3417,0,0,15,2018
32120,garo hills,2,5,102,96,4848,0,0,0,2014
32121,garo hills,0,0,52,0,4334,0,0,9,2021
32122,khasi hills,0,0,41,0,3168,0,0,0,2019
32123,jaintia hills,0,0,51,0,2480,0,0,0,2016
32124,garo hills,0,1,52,0,5290,0,1,52,2017
32125,garo hills,0,3,156,0,13048,0,1,46,2021
32126,garo hills,0,2,138,0,2660,0,0,0,2014
32127,khasi hills,0,0,33,0,2015,0,0,0,2015
32128,garo hills,0,14,74,0,5040,0,0,0,2019
32129,garo hills,0,1,64,0,5820,0,1,49,2020
32130,garo hills,0,0,62,0,5910,0,0,57,2016
32131,garo hills,0,1,69,0,4518,0,0,0,2017
32132,garo hills,0,0,18,0,900,0,0,0,2018
32133,garo hills,0,0,31,0,2500,0,0,25,2021
32134,garo hills,0,0,19,0,1264,0,0,0,2017
32135,garo hills,0,0,54,0,2840,0,0,0,2016
32136,garo hills,0,1,70,0,0,0,0,0,2014
32137,garo hills,0,1,42,0,3296,0,0,0,2016
32138,ri bhoi,0,0,43,0,2660,0,0,0,2016
32139,jaintia hills,4,1,17,63,231,0,0,0,2014
32140,khasi hills,0,0,28,0,0,0,0,0,2016
32141,garo hills,0,0,53,0,0,0,0,0,2014
32142,garo hills,1,427,429,0,17028,0,0,0,2018
32143,garo hills,0,0,22,0,2094,0,0,20,2021
32144,khasi hills,0,0,25,0,1225,0,0,0,2014
32145,garo hills,0,1,124,0,12195,0,1,109,2019
32146,khasi hills,8,4,102,514,6370,0,0,0,2020
32147,garo hills,0,1,55,0,3828,0,0,0,2014
32148,khasi hills,0,0,20,0,1334,0,0,2,2016
32149,garo hills,0,1,32,0,2400,0,0,0,2015
32150,khasi hills,0,0,329,0,15735,0,0,1,2018
32151,garo hills,0,1,72,0,6472,0,0,0,2016
32152,garo hills,0,0,83,0,8300,0,0,83,2016
32153,garo hills,0,1,157,0,7446,0,0,0,2015
32154,khasi hills,0,0,43,0,1520,0,0,0,2014
32155,garo hills,0,1,62,0,580,0,0,0,2014
32156,garo hills,0,0,34,0,2099,0,0,0,2020
32157,garo hills,0,4,117,0,6745,0,0,0,2019
32158,garo hills,0,3,65,0,4000,0,2,40,2019
32159,khasi hills,0,0,0,0,0,0,0,0,2016
32160,garo hills,0,0,19,0,1700,0,0,0,2015
32161,khasi hills,0,0,16,0,54,0,0,0,2016
32162,garo hills,0,1,44,0,4400,0,1,44,2021
32163,garo hills,0,0,8,0,688,0,0,0,2017
32164,khasi hills,0,0,33,0,0,0,0,0,2021
32165,khasi hills,0,0,52,0,2640,0,0,0,2014
32166,khasi hills,0,0,29,0,1433,0,0,0,2018
32167,garo hills,0,0,19,0,1840,0,0,17,2021
32168,garo hills,0,0,64,0,2385,0,0,0,2018
32169,ri bhoi,0,0,49,0,4572,0,0,39,2021
32170,garo hills,0,0,23,0,2100,0,0,21,2016
32171,garo hills,0,0,15,0,1500,0,0,15,2018
32172,khasi hills,0,0,137,0,0,0,0,0,2014
32173,jaintia hills,0,0,141,0,6674,0,0,0,2017
32174,jaintia hills,0,0,48,0,4044,0,0,0,2021
32175,garo hills,0,5,199,0,17087,0,1,139,2019
32176,garo hills,0,1,49,0,4400,0,1,44,2017
32177,khasi hills,0,1,50,0,4522,0,0,0,2020
32178,ri bhoi,0,2,131,0,1500,0,0,0,2015
32179,garo hills,0,0,62,0,4730,0,0,0,2020
32180,garo hills,0,0,40,0,1920,0,0,0,2014
32181,khasi hills,0,1,272,0,3717,0,0,9,2019
32182,garo hills,0,1,45,0,3648,0,0,0,2020
32183,garo hills,0,1,52,0,4680,0,0,0,2021
32184,garo hills,0,0,23,0,763,0,0,0,2014
32185,khasi hills,0,0,58,0,658,0,0,0,2014
32186,garo hills,0,0,54,0,4700,0,0,47,2019
32187,khasi hills,0,0,47,0,3805,0,0,4,2017
32188,garo hills,0,0,105,0,8844,0,0,9,2021
32189,garo hills,0,0,180,0,10230,0,0,0,2014
32190,garo hills,0,0,53,0,5141,0,0,0,2020
32191,khasi hills,0,0,30,0,2612,0,0,0,2014
32192,garo hills,0,0,6,0,600,0,0,6,2019
32193,khasi hills,0,0,33,0,2998,0,0,26,2019
32194,ri bhoi,0,0,91,0,262,0,0,0,2015
32195,khasi hills,0,0,26,0,537,0,0,0,2019
32196,garo hills,0,0,75,0,6746,0,0,67,2017
32197,khasi hills,0,0,79,0,1414,0,0,0,2019
32198,garo hills,0,1,76,0,2220,0,0,0,2014
32199,garo hills,0,0,79,0,7864,0,0,43,2021
32200,garo hills,0,4,119,0,11500,0,3,115,2020
32201,garo hills,0,2,158,0,10635,0,0,0,2016
32202,khasi hills,0,3,31,0,2063,0,0,0,2018
32203,khasi hills,0,0,63,0,5743,0,0,38,2021
32204,garo hills,0,0,115,0,8891,0,0,0,2019
32205,garo hills,0,2,81,0,7946,0,2,74,2021
32206,khasi hills,0,0,91,0,9000,0,0,90,2019
32207,khasi hills,0,0,98,0,8600,0,0,9,2018
32208,khasi hills,0,0,28,0,723,0,0,0,2018
32209,khasi hills,0,1,46,0,4213,0,0,30,2017
32210,khasi hills,0,0,71,0,2940,0,0,0,2019
32211,jaintia hills,0,0,14,0,593,0,0,5,2020
32212,garo hills,0,1,62,0,5700,0,1,57,2017
32213,khasi hills,0,0,123,0,7500,0,0,0,2018
32214,khasi hills,8,1,250,776,22995,0,0,2,2019
32215,garo hills,0,0,60,0,6000,0,0,60,2017
32216,khasi hills,0,2,74,0,5925,0,0,2,2019
32217,garo hills,0,0,104,0,9828,0,1,341,2014
32218,garo hills,0,2,74,0,7114,0,2,65,2021
32219,khasi hills,0,0,48,0,1904,0,0,0,2016
32220,khasi hills,0,0,17,0,0,0,0,0,2016
32221,garo hills,0,2,137,0,11772,0,1,112,2016
32222,garo hills,0,0,47,0,4500,0,0,36,2019
32223,khasi hills,0,0,43,0,150,0,0,0,2021
32224,khasi hills,1,0,89,100,8605,1,0,85,2016
32225,jaintia hills,0,0,418,0,13219,0,0,0,2020
32226,garo hills,0,0,23,0,1392,0,0,0,2015
32227,khasi hills,0,0,157,0,804,0,0,0,2015
32228,ri bhoi,1,10,105,65,5713,0,2,14,2017
32229,khasi hills,0,0,53,0,4900,0,0,46,2020
32230,garo hills,0,0,0,0,0,0,0,0,2018
32231,garo hills,0,0,67,0,6700,0,0,67,2017
32232,khasi hills,0,0,49,0,980,0,0,0,2020
32233,khasi hills,0,0,50,0,1416,0,0,0,2014
32234,khasi hills,0,1,62,0,5535,0,0,13,2021
32235,garo hills,0,11,102,0,8098,0,0,0,2021
32236,khasi hills,0,1,37,0,1592,0,0,5,2018
32237,khasi hills,0,0,31,0,25,0,0,0,2021
32238,garo hills,0,0,61,0,1830,0,0,0,2014
32239,garo hills,0,11,70,0,7000,0,11,70,2020
32240,jaintia hills,0,0,93,0,2640,0,0,0,2015
32241,khasi hills,0,0,8,0,631,0,0,0,2019
32242,garo hills,0,0,22,0,1860,0,0,4,2016
32243,khasi hills,0,0,73,0,5050,0,0,0,2014
32244,garo hills,0,1,64,0,3840,0,0,0,2016
32245,garo hills,0,2,92,0,2703,0,0,0,2019
32246,garo hills,48,58,273,944,19053,1,19,140,2021
32247,jaintia hills,0,0,137,0,8726,0,0,45,2014
32248,garo hills,0,3,196,0,11103,0,0,9,2020
32249,garo hills,0,1,61,0,5800,0,1,58,2020
32250,garo hills,0,2,19,0,1718,0,0,0,2014
32251,garo hills,0,1,22,0,924,0,0,0,2016
32252,khasi hills,0,0,195,0,4000,0,0,0,2016
32253,garo hills,0,1,87,0,8300,0,1,83,2021
32254,khasi hills,0,0,44,0,2640,0,0,17,2015
32255,garo hills,0,0,32,0,2252,0,0,0,2014
32256,garo hills,0,0,20,0,1900,0,0,19,2017
32257,garo hills,0,1,42,0,3709,0,0,29,2020
32258,ri bhoi,0,2,89,0,6996,0,2,53,2020
32259,khasi hills,2,0,202,142,8040,0,0,0,2017
32260,garo hills,0,1,25,0,2083,0,0,20,2019
32261,ri bhoi,0,2,240,0,12782,0,0,12,2020
32262,ri bhoi,0,0,51,0,2942,0,0,3,2019
32263,garo hills,0,1,49,0,4500,0,1,45,2018
32264,khasi hills,0,0,0,0,0,0,0,0,2015
32265,khasi hills,0,0,78,0,3565,0,0,30,2015
32266,garo hills,0,1,43,0,3500,0,0,0,2018
32267,jaintia hills,0,0,126,0,4160,0,0,0,2015
32268,garo hills,0,0,30,0,1296,0,0,0,2014
32269,khasi hills,0,0,51,0,4703,0,0,47,2015
32270,khasi hills,0,0,160,0,7272,0,0,0,2018
32271,garo hills,0,0,60,0,5270,0,0,48,2017
32272,khasi hills,0,0,22,0,0,0,0,0,2018
32273,garo hills,0,0,42,0,1148,0,0,0,2015
32274,garo hills,0,2,46,0,4600,0,2,46,2017
32275,khasi hills,0,0,2,0,0,0,0,0,2015
32276,khasi hills,0,0,82,0,3207,0,0,0,2019
32277,jaintia hills,0,0,80,0,5267,0,0,0,2021
32278,garo hills,0,0,92,0,7823,0,0,0,2017
32279,garo hills,17,7,111,1275,8793,11,6,78,2017
32280,khasi hills,0,0,49,0,1062,0,0,0,2016
32281,garo hills,0,0,19,0,760,0,0,0,2016
32282,khasi hills,0,0,0,0,0,0,0,0,2014
32283,garo hills,0,1,49,0,4900,0,1,49,2019
32284,khasi hills,0,4,127,0,12180,0,4,112,2021
32285,garo hills,0,4,104,0,7280,0,0,0,2017
32286,khasi hills,0,0,110,0,10615,0,0,95,2021
32287,khasi hills,0,0,46,0,4100,0,0,41,2018
32288,garo hills,1,0,80,48,3840,0,0,0,2014
32289,khasi hills,1,5,374,70,24027,0,0,0,2020
32290,garo hills,73,145,239,5834,19752,0,0,0,2017
32291,garo hills,1,1,102,30,7400,0,1,64,2017
32292,garo hills,0,0,68,0,2200,0,0,0,2014
32293,ri bhoi,0,0,62,0,3080,0,0,0,2017
32294,garo hills,0,7,84,0,6800,0,6,64,2019
32295,jaintia hills,0,0,263,0,1737,0,0,0,2015
32296,garo hills,0,0,29,0,2615,0,0,1,2019
32297,khasi hills,0,0,232,0,14260,0,0,47,2017
32298,khasi hills,0,0,58,0,3460,0,0,0,2017
32299,garo hills,0,1,79,0,2066,0,0,0,2014
32300,garo hills,7,20,94,315,4126,0,0,0,2016
32301,khasi hills,0,0,29,0,1593,0,0,0,2016
32302,garo hills,0,1,46,0,4116,0,0,0,2017
32303,garo hills,0,1,32,0,2874,0,1,3,2021
32304,ri bhoi,24,14,148,0,0,0,0,0,2018
32305,garo hills,0,0,54,0,4600,0,0,46,2020
32306,jaintia hills,0,0,93,0,9300,0,0,93,2019
32307,khasi hills,0,0,18,0,0,0,0,0,2014
32308,garo hills,0,0,117,0,4673,0,0,0,2020
32309,khasi hills,0,0,34,0,3038,0,0,0,2016
32310,khasi hills,0,0,212,0,19717,0,0,175,2018
32311,garo hills,0,0,0,0,0,0,0,0,2017
32312,garo hills,0,253,253,0,13628,0,0,0,2020
32313,garo hills,0,3,113,0,4850,0,0,0,2020
32314,garo hills,0,0,31,0,2700,0,0,27,2017
32315,khasi hills,0,0,43,0,3676,0,0,0,2018
32316,khasi hills,0,3,80,0,5945,0,3,58,2016
32317,khasi hills,0,0,23,0,1741,0,0,3,2019
32318,khasi hills,0,0,28,0,808,0,0,0,2017
32319,garo hills,0,0,98,0,6737,0,0,0,2020
32320,khasi hills,0,0,55,0,0,0,0,0,2017
32321,garo hills,0,7,92,0,9000,0,7,90,2019
32322,khasi hills,0,0,89,0,8034,0,0,22,2018
32323,ri bhoi,0,0,67,0,0,0,0,0,2014
32324,khasi hills,1,0,179,100,16996,1,0,166,2014
32325,garo hills,0,0,151,0,10200,0,0,102,2019
32326,garo hills,101,41,145,2105,2960,0,0,0,2019
32327,garo hills,0,1,201,0,4826,0,0,0,2016
32328,garo hills,0,3,158,0,1276,0,0,0,2014
32329,garo hills,0,1,72,0,7200,0,1,72,2021
32330,ri bhoi,0,1,121,0,5701,0,0,4,2017
32331,garo hills,0,0,223,0,19502,0,0,0,2020
32332,khasi hills,0,0,0,0,0,0,0,0,2017
32333,garo hills,0,1,153,0,15328,0,1,150,2018
32334,garo hills,2,1,80,90,7572,0,1,70,2021
32335,garo hills,0,0,34,0,1741,0,0,0,2020
32336,garo hills,0,2,25,0,2500,0,0,0,2015
32337,khasi hills,0,0,133,0,6838,0,0,0,2019
32338,khasi hills,0,0,61,0,2106,0,0,0,2021
32339,garo hills,0,1,46,0,3780,0,0,0,2015
32340,khasi hills,0,0,109,0,1949,0,0,0,2014
32341,garo hills,0,1,50,0,2910,0,0,0,2015
32342,khasi hills,0,0,95,0,422,0,0,0,2015
32343,khasi hills,0,0,38,0,2100,0,0,0,2016
32344,garo hills,0,0,36,0,3000,0,0,0,2015
32345,ri bhoi,0,3,80,0,972,0,0,0,2018
32346,garo hills,0,0,20,0,1753,0,0,0,2016
32347,garo hills,0,0,158,0,14036,0,0,0,2017
32348,garo hills,0,34,34,0,1622,0,0,0,2017
32349,garo hills,0,2,67,0,6520,0,1,54,2021
32350,garo hills,0,0,0,0,0,0,0,0,2016
32351,khasi hills,0,0,39,0,2960,0,0,1,2020
32352,garo hills,0,0,19,0,822,0,0,0,2014
32353,ri bhoi,0,0,67,0,2492,0,0,0,2021
32354,jaintia hills,0,0,124,0,1162,0,0,0,2014
32355,khasi hills,0,0,40,0,2467,0,0,0,2017
32356,garo hills,0,3,43,0,1536,0,0,0,2014
32357,garo hills,0,0,35,0,3472,0,0,0,2014
32358,khasi hills,0,0,95,0,7600,0,0,76,2016
32359,khasi hills,0,0,417,0,36945,0,0,316,2019
32360,garo hills,0,0,55,0,0,0,0,0,2018
32361,garo hills,0,0,2,0,200,0,0,0,2015
32362,khasi hills,0,0,53,0,3452,0,0,4,2017
32363,garo hills,0,1,120,0,6720,0,0,0,2017
32364,khasi hills,0,3,52,0,2771,0,0,0,2020
32365,garo hills,0,0,92,0,5824,0,0,0,2015
32366,khasi hills,0,0,251,0,13660,0,0,26,2016
32367,khasi hills,0,0,59,0,2940,0,0,0,2020
32368,khasi hills,0,0,81,0,1862,0,0,0,2014
32369,khasi hills,0,0,46,0,1710,0,0,0,2021
32370,khasi hills,0,0,9,0,0,0,0,0,2016
32371,garo hills,0,1,114,0,8390,0,0,39,2017
32372,garo hills,0,0,0,0,0,0,0,0,2018
32373,garo hills,0,0,47,0,2324,0,0,0,2014
32374,khasi hills,0,23,74,0,5872,0,0,0,2020
32375,jaintia hills,0,4,427,0,0,0,0,0,2021
32376,garo hills,0,0,24,0,2400,0,0,24,2018
32377,jaintia hills,0,1,71,0,2935,0,0,9,2020
32378,khasi hills,0,1,27,0,2029,0,0,9,2021
32379,khasi hills,0,0,14,0,0,0,0,0,2014
32380,garo hills,0,1,31,0,1152,0,0,0,2014
32381,garo hills,0,26,157,0,12116,0,0,0,2019
32382,garo hills,0,2,132,0,9699,0,0,0,2014
32383,garo hills,0,1,36,0,3100,0,1,31,2017
32384,garo hills,0,0,22,0,1122,0,0,0,2014
32385,garo hills,0,0,20,0,0,0,0,0,2017
32386,khasi hills,0,0,27,0,1804,0,0,0,2015
32387,garo hills,0,4,134,0,10890,0,0,0,2020
32388,ri bhoi,0,1,71,0,2834,0,0,0,2017
32389,khasi hills,0,0,54,0,3393,0,0,0,2019
32390,garo hills,0,0,98,0,4494,0,0,0,2016
32391,garo hills,0,17,132,0,12906,0,17,129,2021
32392,ri bhoi,0,1,87,0,5961,0,0,10,2020
32393,ri bhoi,0,1,55,0,1045,0,0,0,2014
32394,garo hills,0,3,64,0,5396,0,2,53,2018
32395,garo hills,0,0,63,0,2805,0,0,0,2014
32396,garo hills,0,2,175,0,12400,0,1,124,2021
32397,garo hills,0,0,36,0,3600,0,0,36,2019
32398,ri bhoi,0,4,159,0,9272,0,0,0,2019
32399,jaintia hills,0,19,127,0,4469,0,0,0,2017
32400,garo hills,0,1,92,0,2734,0,0,0,2017
32401,jaintia hills,1,6,305,100,26117,1,2,86,2019
32402,khasi hills,0,0,43,0,0,0,0,0,2014
32403,garo hills,0,0,201,0,19300,0,0,193,2020
32404,garo hills,0,0,0,0,0,0,0,0,2017
32405,garo hills,0,0,113,0,4015,0,0,0,2021
32406,garo hills,0,14,92,0,9144,0,14,90,2021
32407,khasi hills,0,0,21,0,1600,0,0,0,2014
32408,garo hills,0,0,123,0,3100,0,0,0,2021
32409,garo hills,0,0,25,0,2491,0,0,24,2018
32410,garo hills,42,261,327,444,3048,0,0,0,2015
